pr;XML;Concurrency;HTTP;Memory;Network;CommandLine;OpenOffice Documents;Utils;Dependency;Throws;Logging;Latex;Data Structure;Test;JDK;Runtime;IO;Annotation ;UI;Security;Database;User Preferences;Data;Monitoring;Text Utility;Title;Body
1984;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0; extracted controller from the manage journals abbreviations view class;as described in  the failing localizationconsistencytest is caused because the view class is of the manage journals abbreviation is also the controller for the fxml file. -   -   -   () -  -   ( []()?)
1988;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;german translation fix;the german translation of jabref has some issues  have a look at the following screenshot:  ![file-open](  the function to open a database is called  datei öffnen  the displayed hotkey is  f4 . in the english version of jabref the file menu looks like this:  <img width= 246  alt= openfilemenu  src=  >  as you can see the right hotkey for this function should be ctrl + o . also  the word database gets translated as  datei  instead of  datenbank .  this pr aims to fix this issue by rewording the translation. every english occurrence of  database is now translated as  datenbank . this is what it looks like now:  <img width= 304  alt= openfilemenu  src=  > -   -  -  internal qs
1990;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix unset current editor;together with @koppor i made some updates on the gui code. the goal is to ensure that  currenteditor  in the basepanel is always set.   focuslistener  was a simple class just executing  requestfocus()  at the end. it was removed.   adjustsplitter  is executed within  showeditor . thus  these calls were removed  too.
1991;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;some minor code cleanups;not thrown exceptions etc.
1995;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;fix search mixed from contains and grammar;   -->  as observed by @oscargus in  certain mixed search queries does not work (for example   fruity and keywords=apple ). this pr fixes this issue.  side-effect: simple queries as  fruity  are also recognized as  grammar based  (which is why i had to change a few tests). however  there should be no major performance decline since the query parsing is quite fast and for the actual search in the end the same code gets called. -   -   -   () -  -   ( []()?)
1997;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;move stringutil to model;   -->  in #1874 part of the stringutil was already moved to the model package. with this pr the whole class is moved. i think it does not make sense to have two classes with the same purpose but different locations.   the stringutil class is rather big and we should consider splitting it or moving some parts of it to different classes.  -   -   -   () -  -   ( []()?)
1998;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;introduce convienent interface for id-based fetcher;   -->  follow-up from #1929. since the changes in this pr are completely parallel to #1929  i will merge it as soon as the build passes. -   -   -   () -  -   ( []()?)
2004;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;remove help suffix at help pages;implements  in jabref.
2005;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;check avaiable help lanugages when opening specific help page;   -->  if help lang not avaiable use english fix for #1937 -   -   -   () -  -   ( []()?)
2007;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;implementation of liveupdate for postgresql systems.;related to:   this feature extension called liveupdate enables shared databases (using postgresql) to be synchronized without any user interactions. thus it also reduces the conflict occurrence radically.  user is going to be informed by a popup when working on an entry which is removed from shared database simultaneously. -   -   -  -   ( []()?)
2009;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;implementation of liveupdate for postgresql & oracle systems;related to:   this feature extension called liveupdate enables shared databases (using postgresql or oracle) to be synchronized without any user interactions. thus it also reduces the conflict occurrence radically.  user is going to be informed by a popup when working on an entry which is removed from shared database simultaneously. -   -   -  -   ( []()?)
2015;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;implemented integrity monthchecker;monthchecker added. #2012 -   -   -  manually tested changed features in running jabref
2023;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;revert deprecation;following the discussion at #1913  that pr should be reverted.  this pr reverts the  @deprecations   but tries to keep the other improvements.  i m not sure whether  bibentry.getresolvedfield  should be kept.
2024;1;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;prohibit more than one connections to the same shared database;bonus extension to   ~~:warning: depends on  do not merge before  gets merged in.~~  _screenshot_:  ![snapshot4]( -   -   -   () -  -   ( []()?)
2027;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;disable context menu action on selection of multiple entries;if multiple entries are selected  some  context menu  toolbar and menu actions are now disabled. disabled actions: - print entry preview - attach file - edit entry - open folder (enable only  if file exist) - open file (enable only  if file exist) - open url or doi (enable only  if url or doi exist) - merge entries (enable only on select of two entries)  these actions make no sense to be used when there are multiple entries selected. for further information have a look at #463   context menu before change:  ![2016-09-22_15h50_28](  context menu after change:  ![2016-09-22_15h50_45](  edit menu before change:  ![2016-09-22_15h51_28](  edit menu after change:  ![2016-09-22_15h51_55](  bibtex menu before change:  ![2016-09-22_15h52_21](  bibtex menu after change:  ![2016-09-22_15h52_44](  quality menu before change:  ![2016-09-22_16h34_33](  quality menu after change:  ![2016-09-22_16h34_52](  tools menu before change:  ![2016-09-22_16h35_17](  tools menu after change:  ![2016-09-22_18h08_02](  toolbare button  edit entry  before change:  ![2016-09-22_15h53_17](  toolbare button  edit entry  after change:  ![2016-09-22_15h53_44](  toolbare button  merge entries  before change:  ![2016-09-22_16h38_10](  toolbare button  merge entries  after change:  ![2016-09-22_16h37_00](  please take a look for merge. thx 😄  -   -   () -  -  internal qs
2028;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1; fix ris import;regarding: #1647  doi import should now work with the do field. also i ve added some fields  that are available in the [ris specification]( i ve also done some code cleanups. #1074 should be also fixed now. i ve added the scopus file as test file. -   -  manually tested changed features in running jabref
2031;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;fix localization task hints;fixes: #2029  replaces hints to the old gradle localization task names with the new ones.
2033;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;fix search syntax error;this should fix following exception which occurred since short.      12:51:21.727 [awt-eventqueue-0] warn  net.sf.jabref.model.search.rules.grammarbasedsearchrule - search query invalid org.antlr.v4.runtime.misc.parsecancellationexception: line 1:0 no viable alternative at input  <eof>   at net.sf.jabref.model.search.rules.grammarbasedsearchrule$throwingerrorlistener.syntaxerror(grammarbasedsearchrule.java:50) ~[main/:?]        at org.antlr.v4.runtime.proxyerrorlistener.syntaxerror(proxyerrorlistener.java:65) ~[antlr4-runtime-4.5.3.jar:4.5.3]   at org.antlr.v4.runtime.parser.notifyerrorlisteners(parser.java:564) ~[antlr4-runtime-4.5.3.jar:4.5.3] at org.antlr.v4.runtime.defaulterrorstrategy.reportnoviablealternative(defaulterrorstrategy.java:308) ~[antlr4-runtime-4.5.3.jar:4.5.3]        at org.antlr.v4.runtime.defaulterrorstrategy.reporterror(defaulterrorstrategy.java:145) ~[antlr4-runtime-4.5.3.jar:4.5.3]      at net.sf.jabref.search.searchparser.expression(searchparser.java:283) ~[main/:?]      at net.sf.jabref.search.searchparser.start(searchparser.java:108) ~[main/:?]   at net.sf.jabref.model.search.rules.grammarbasedsearchrule.init(grammarbasedsearchrule.java:91) ~[main/:?]     at net.sf.jabref.model.search.rules.grammarbasedsearchrule.validatesearchstrings(grammarbasedsearchrule.java:108) ~[main/:?]   at net.sf.jabref.model.search.rules.searchrules.getsearchrulebyquery(searchrules.java:12) ~[main/:?]   at net.sf.jabref.logic.search.searchquery.<init>(searchquery.java:29) ~[main/:?]       at net.sf.jabref.gui.search.globalsearchbar.getsearchquery(globalsearchbar.java:348) ~[main/:?]        at net.sf.jabref.gui.search.globalsearchbar.clearsearch(globalsearchbar.java:271) ~[main/:?]   at net.sf.jabref.gui.search.globalsearchbar.performsearch(globalsearchbar.java:304) ~[main/:?]
2034;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fix bad web search error messages;1542  i rewrote the error messages when the fetchers fail (or added them).
2037;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;added new menu and action to copy bibtex key as url;added a new sub menu item to the menu and the right click menu to quickly copy the bibtex key as a hyperlink to the entries  url as described in #549. in case of an empty url the bibtex key will be copied by its own.  ![rightclickmenuentry]( ![menuentry](  copying bibtex keys as hyperlink with their url: source ![screen shot 2016-09-23 at 10 53 26](  copying bibtex keys as hyperlink with their url: markdown formated ![screen shot 2016-09-23 at 10 53 42]( -   -   -   () -  manually tested changed features in running jabref
2039;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0; hotfix for indexoutofboundsexception in maintable;hotfix  maintable  using  optional .  steps to reproduce the bug: - open two jabref instances a and b - connect a and b to a shared database supporting liveupdate - create a new entry in a - open the entry and change the value of a field like author - delete the new entry from b and confirm the upcoming dialog in a   maintable  and  entrymarker  contains a lot of ugly code which produces such errors and can be refactored. @bartsch-dev shows interest to do this probably in the next week. :+1:
2040;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;right click menus should allow copying doi url;right clicking on the doi field in the main table or the entry editor shows a sub menu where the user can copy the url of the doi to the clipboard. refs #490  right click menu when doi field isn t present ![rightclick](  right click menu in entry editor when doi field is not empty ![entryrightclick](  right click menu in entry editor when doi field is empty ![emptydoi]( -   -  add the menu to the entry editor -   -   () -  manually tested changed features in running jabref
2043;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;use parallel stream while searching;with this the search should be much faster on platforms where multiple cores are available. (#1993)
2044;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;remove unsafe operation from treenodetest;   -->  removes build warning  > note: /home/travis/build/jabref/jabref/src/test/java/net/sf/jabref/model/groups/treenodetest.java uses unchecked or unsafe operations. > note: recompile with -xlint:unchecked for details. -   -   -   () -  -   ( []()?)
2045;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fix logged warning when searching for nothing (i.e. clear search);   --> -   -   -   () -  -   ( []()?)
2051;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;create sensible default settings for  enable save actions  and  cleanup  dialogs;sensible default settings for  enable save actions  field of database properties dialog and  run field formatter  field of cleanup eintries dialog are now identical 🐨 please take a look for merge. thx 🐰  - change the default setting - by click on  reset  button:  ![2016-10-15_23h31_31](  ![2016-10-15_23h31_45]( - change the default setting - by click on  recommend for bibtex  button:  ![2016-10-15_23h35_28](  ![2016-10-15_23h36_12]( - change the default setting - by click on  recommend for biblatex  button:  ![2016-10-15_23h38_27](  ![2016-10-15_23h38_40](  for further information have a look at:  😄  -   -   () -  -  internal qs
2055;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;fix ignore version;2054   made a rookie mistake and ignored the already ignored version again. reworked the preferences to the new design.
2059;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;implemented integrity nobibtexfieldchecker;background: converting to biblatex format changes journal to journaltitle. because journaltitle is a biblatex field only  integrity check now reports a problem for a journaltitle field in a bibtex mode database. -   -   -   () -  -   ( []()?)
2066;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;medline fetcher using new infrastructure;rewrite the medline fetcher. refs #2012  -   -  manually tested changed features in running jabref
2067;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;undo #2002;undo #2002. see #2064.
2069;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;fix changing the font size not working when importing preferences;i initialized the fontselectordialog with the variable that keeps changes made in the dialog instead of the current globals. this seems to fix both issues named here #1808  -   -  manually tested changed features in running jabref
2070;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;fix execution of preference migrations;follow up of #1704 to fix the key pattern part of #2021  preference migrations are executed too late after other operations already worked on the prefs node --> execute them directly in the main class.
2071;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;tooltips now working in the main table;fixes:   tool tips in the main table now work as expected.  if the content of the cell is too big to be rendered in the cell itself it will be shown as a tool tip. what is more important  the original tool tip or the content?
2072;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix number column alignment;fixes:   now the number in the  # -column is always left aligned.
2075;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;other fields fix and changes;these are the claimed improvements: - removed optional fields from  other fields  (bibtex) - removed deprecated fields from  other fields  (biblatex)  see: #2064 -   -   -   () -  -   ( []()?)
2077;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;revert  rewrite mods exporter and add test for it;reverts jabref/jabref#1989  there is a java 8 problem with dependency on internal java code:  import com.sun.xml.bind.marshaller.namespaceprefixmapper
